,UniProt ID,Nb_interactions,Gene Name,Name
1983,P01877,1,IGHA2,Ig alpha-2 chain C region
1984,Q8IUR0,1,TRAPPC5,Trafficking protein particle complex subunit 5
1985,Q92843,1,BCL2L2,Bcl-2-like protein 2
1986,Q96BH3,1,ELSPBP1,Epididymal sperm-binding protein 1
1987,Q8IY84,1,NIM1K,Serine/threonine-protein kinase NIM1
1988,Q8IXJ6,1,SIRT2,NAD-dependent protein deacetylase sirtuin-2
1989,Q96BI3,1,APH1A,Gamma-secretase subunit APH-1A
1990,Q8IWU9,1,TPH2,Tryptophan 5-hydroxylase 2
1991,Q96BR1,1,SGK3,Serine/threonine-protein kinase Sgk3
1992,P01137,1,TGFB1,Transforming growth factor beta-1
1993,P01106,1,MYC,Myc proto-oncogene protein
1994,P01100,1,FOS,Proto-oncogene c-Fos
1996,Q96D53,1,COQ8B,"Atypical kinase COQ8B, mitochondrial"
1997,P00973,1,OAS1,2'-5'-oligoadenylate synthase 1
1998,Q96DP5,1,MTFMT,"Methionyl-tRNA formyltransferase, mitochondrial"
1999,Q8IWL2,1,SFTPA1,Pulmonary surfactant-associated protein A1
2000,Q8TC12,1,RDH11,Retinol dehydrogenase 11
2001,Q96EM0,1,L3HYPDH,Trans-3-hydroxy-L-proline dehydratase
2002,Q8IW41,1,MAPKAPK5,MAP kinase-activated protein kinase 5
2003,Q8IVS2,1,MCAT,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial"
2004,P05108,1,CYP11A1,"Cholesterol side-chain cleavage enzyme, mitochondrial"
2005,Q96EN8,1,MOCOS,Molybdenum cofactor sulfurase
2006,Q8IVH8,1,MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3
2007,Q96EY8,1,MMAB,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"
2008,P05113,1,IL5,Interleukin-5
2009,P00709,1,LALBA,Alpha-lactalbumin
2010,Q8IVA8,1,GAD1,"Glutamate decarboxylase 1 (Brain, 67kDa)"
2011,Q96G91,1,P2RY11,P2Y purinoceptor 11
2012,Q96GA7,1,SDSL,Serine dehydratase-like
2013,Q96GD0,1,PDXP,Pyridoxal phosphate phosphatase
2014,Q96AZ6,1,ISG20,Interferon-stimulated gene 20 kDa protein
2015,Q96AE4,1,FUBP1,Far upstream element-binding protein 1
2016,Q969V6,1,MKL1,MKL/myocardin-like protein 1
2017,P04732,1,MT1E,Metallothionein-1E
2018,P01861,1,IGHG4,Ig gamma-4 chain C region
2019,Q92876,1,KLK6,Kallikrein-6
2020,Q8N1G2,1,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1
2021,P01850,1,TRBC1,T-cell receptor beta-1 chain C region
2022,P04632,1,CAPNS1,Calpain small subunit 1
2023,Q92911,1,SLC5A5,Sodium/iodide cotransporter
2024,Q92918,1,MAP4K1,Mitogen-activated protein kinase kinase kinase kinase 1
2025,P01848,1,TRAC,T-cell receptor alpha chain C region
2026,Q92934,1,BAD,Bcl2-associated agonist of cell death
2027,Q8N159,1,NAGS,"N-acetylglutamate synthase, mitochondrial"
2028,P01764,1,IGHV3-23,Ig heavy chain V-III region 23
2029,P01709,1,,Ig lambda chain V-II region MGC
2030,Q92953,1,KCNB2,Potassium voltage-gated channel subfamily B member 2
2031,P04839,1,CYBB,Cytochrome b-245 heavy chain
2032,Q8N119,1,MMP21,Matrix metalloproteinase-21
2033,Q8N0U8,1,VKORC1L1,Vitamin K epoxide reductase complex subunit 1-like protein 1
2034,P01615,1,IGKV2D-28,Immunoglobulin kappa variable 2D-28
2035,Q93083,1,MT1L,Metallothionein-1L
2036,P01593,1,,Ig kappa chain V-I region Bi
2037,P04733,1,MT1F,Metallothionein-1F
2038,Q969G3,1,SMARCE1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
2039,Q969I3,1,GLYATL1,Glycine N-acyltransferase-like protein 1
2040,P01574,1,IFNB1,Interferon beta
2041,P01350,1,GAST,Gastrin
2042,P01270,1,PTH,Parathyroid hormone
2043,Q8IYT8,1,ULK2,Serine/threonine-protein kinase ULK2
2044,Q92598,1,HSPH1,Heat shock protein 105 kDa
2045,P43652,1,AFM,Afamin
2046,Q99873,1,PRMT1,Protein arginine N-methyltransferase 1
2047,Q9UJT1,1,TUBD1,Tubulin delta chain
2048,O15403,1,SLC16A6,Monocarboxylate transporter 7
2049,Q9UKE5,1,TNIK,TRAF2 and NCK-interacting protein kinase
2050,Q9UK32,1,RPS6KA6,Ribosomal protein S6 kinase alpha-6
2051,Q9UK23,1,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
2052,O15427,1,SLC16A3,Monocarboxylate transporter 4
2053,Q9UJX1,1,TLH6,Alanine-glyoxylate aminotransferase homolog
2054,Q9UJU2,1,LEF1,Lymphoid enhancer-binding factor 1
2055,Q9UJT0,1,TUBE1,Tubulin epsilon chain
2056,O15075,1,DCLK1,Serine/threonine-protein kinase DCLK1
2057,Q9UJS0,1,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2
2058,O15439,1,ABCC4,Multidrug resistance-associated protein 4
2059,Q9UJ70,1,NAGK,N-acetyl-D-glucosamine kinase
2060,Q9UJ68,1,MSRA,Mitochondrial peptide methionine sulfoxide reductase
2061,Q9UIK4,1,DAPK2,Death-associated protein kinase 2
2062,Q9UIC8,1,LCMT1,Leucine carboxyl methyltransferase 1
2063,Q9UI32,1,GLS2,"Glutaminase liver isoform, mitochondrial"
2064,Q9UKI8,1,TLK1,Serine/threonine-protein kinase tousled-like 1
2065,O15375,1,SLC16A5,Monocarboxylate transporter 6
2066,O15374,1,SLC16A4,Monocarboxylate transporter 5
2067,Q9UKY3,1,CES1P1,Putative inactive carboxylesterase 4
2068,Q9UN19,1,DAPP1,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide
2069,Q9UMX2,1,OAZ3,Ornithine decarboxylase antizyme 3
2070,O15146,1,MUSK,"Muscle, skeletal receptor tyrosine-protein kinase"
2071,Q9UM01,1,SLC7A7,Y+L amino acid transporter 1
2072,Q9ULZ9,1,MMP17,Matrix metalloproteinase-17
2073,Q9ULY5,1,CLEC4E,C-type lectin domain family 4 member E
2074,O15169,1,AXIN1,Axin-1
2075,Q9ULW8,1,PADI3,Protein-arginine deiminase type-3
2076,O15197,1,EPHB6,Ephrin type-B receptor 6
2077,Q9ULK0,1,GRID1,"Glutamate receptor ionotropic, delta-1"
2078,Q9ULC6,1,PADI1,Protein-arginine deiminase type-1
2079,O15217,1,GSTA4,Glutathione S-transferase A4
2080,Q9ULA0,1,DNPEP,Aspartyl aminopeptidase
2081,O15239,1,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
2082,O15264,1,MAPK13,Mitogen-activated protein kinase 13
2083,Q9UI09,1,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
2084,Q9UHY7,1,ENOPH1,Enolase-phosphatase E1
2085,Q9UHW9,1,SLC12A6,Solute carrier family 12 member 6
2086,O43353,1,RIPK2,Receptor-interacting serine/threonine-protein kinase 2
2087,O43424,1,GRID2,"Glutamate receptor ionotropic, delta-2"
2088,O43447,1,PPIH,Peptidyl-prolyl cis-trans isomerase H
2089,Q9UBX3,1,SLC25A10,Mitochondrial dicarboxylate carrier
2090,O43612,1,HCRT,Orexin
2091,O43674,1,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
2092,O43676,1,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
2093,O43677,1,NDUFC1,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial"
2094,Q9UBM7,1,DHCR7,7-dehydrocholesterol reductase
2095,O43678,1,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
2096,Q9UBF8,1,PI4KB,Phosphatidylinositol 4-kinase beta
2097,O43681,1,ASNA1,ATPase ASNA1
2098,Q9P2R7,1,SUCLA2,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial"
2099,Q9P2N6,1,KANSL3,KAT8 regulatory NSL complex subunit 3
2100,Q9P2K8,1,EIF2AK4,eIF-2-alpha kinase GCN2
2101,Q9P2J5,1,LARS,"Leucine--tRNA ligase, cytoplasmic"
2102,O43399,1,TPD52L2,Tumor protein D54
2103,O43283,1,MAP3K13,Mitogen-activated protein kinase kinase kinase 13
2104,Q9UHQ9,1,CYB5R1,NADH-cytochrome b5 reductase 1
2105,Q9UEE5,1,STK17A,Serine/threonine-protein kinase 17A
2106,Q9UHI7,1,SLC23A1,Solute carrier family 23 member 1
2107,Q9UHF0,1,TAC3,Tachykinin-3
2108,Q9UHD2,1,TBK1,Serine/threonine-protein kinase TBK1
2109,Q9UHC9,1,NPC1L1,Niemann-Pick C1-like protein 1
2110,Q9UHC3,1,ASIC3,Acid-sensing ion channel 3
2111,O15496,1,PLA2G10,Group 10 secretory phospholipase A2
2112,Q9UGM6,1,WARS2,"Tryptophan--tRNA ligase, mitochondrial"
2113,O15528,1,CYP27B1,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial"
2114,O43169,1,CYB5B,Cytochrome b5 type B
2115,O43175,1,PHGDH,D-3-phosphoglycerate dehydrogenase
2116,O43181,1,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
2117,Q9UG56,1,PISD,Phosphatidylserine decarboxylase proenzyme
2118,Q9UF33,1,EPHA6,Ephrin type-A receptor 6
2119,Q9UEW8,1,STK39,STE20/SPS1-related proline-alanine-rich protein kinase
2120,O43272,1,PRODH,"Proline dehydrogenase 1, mitochondrial"
2121,Q9UN76,1,SLC6A14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
2122,O15067,1,PFAS,Phosphoribosylformylglycinamidine synthase
2123,Q99884,1,SLC6A7,Sodium-dependent proline transporter
2124,Q9Y5R8,1,TRAPPC1,Trafficking protein particle complex subunit 1
2125,Q9Y619,1,SLC25A15,Mitochondrial ornithine transporter 1
2126,Q9Y616,1,IRAK3,Interleukin-1 receptor-associated kinase 3
2127,O00303,1,EIF3F,Eukaryotic translation initiation factor 3 subunit F
2128,Q9Y5Y6,1,ST14,Suppressor of tumorigenicity 14 protein
2129,O00341,1,SLC1A7,Excitatory amino acid transporter 5
2130,Q9Y5S8,1,NOX1,NADPH oxidase 1
2131,O00444,1,PLK4,Serine/threonine-protein kinase PLK4
2132,Q9Y5R2,1,MMP24,Matrix metalloproteinase-24
2133,O14980,1,XPO1,Exportin-1
2134,O00459,1,PIK3R2,Phosphatidylinositol 3-kinase regulatory subunit beta
2135,O00469,1,PLOD2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
2136,Q9Y4W6,1,AFG3L2,AFG3-like protein 2
2137,O00483,1,NDUFA4,Cytochrome c oxidase subunit NDUFA4
2138,Q9Y4R7,1,TTLL3,Tubulin monoglycylase TTLL3
2139,Q9Y4K4,1,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5
2140,Q9Y4I5,1,TESMIN,Tesmin
2141,Q9Y646,1,CPQ,Carboxypeptidase Q
2142,O00238,1,BMPR1B,Bone morphogenetic protein receptor type-1B
2143,Q9Y666,1,SLC12A7,Solute carrier family 12 member 7
2144,Q9Y678,1,COPG1,Coatomer subunit gamma-1
2145,Q9Y6R4,1,MAP3K4,Mitogen-activated protein kinase kinase kinase 4
2146,Q9Y6Q6,1,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A
2147,Q9Y6M9,1,NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
2148,Q9Y6L7,1,TLL2,Tolloid-like protein 2
2149,F5GY58,1,DAGLA,Sn1-specific diacylglycerol lipase alpha
2150,F7VJQ1,1,PRNP,Alternative prion protein
2151,H3BUU9,1,CDH11,Cadherin-11
2152,O00182,1,LGALS9,Galectin-9
2153,Q9Y6E0,1,STK24,Serine/threonine-protein kinase 24
2154,Q9Y6B6,1,SAR1B,GTP-binding protein SAR1b
2155,O00187,1,MASP2,Mannan-binding lectin serine protease 2
2156,O00217,1,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
2157,Q9Y694,1,SLC22A7,Solute carrier family 22 member 7
2158,O00222,1,GRM8,Metabotropic glutamate receptor 8
2159,Q9Y689,1,ARL5A,ADP-ribosylation factor-like protein 5A
2160,O00750,1,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta
2161,Q9Y468,1,L3MBTL1,Lethal(3)malignant brain tumor-like protein 1
2162,Q9Y463,1,DYRK1B,Dual specificity tyrosine-phosphorylation-regulated kinase 1B
2163,Q9Y277,1,VDAC3,Voltage-dependent anion-selective channel protein 3
2164,O14756,1,HSD17B6,17-beta-hydroxysteroid dehydrogenase type 6
2165,Q9Y266,1,NUDC,Nuclear migration protein nudC
2166,Q9Y234,1,LIPT1,"Lipoyltransferase 1, mitochondrial"
2167,O14792,1,HS3ST1,Heparan sulfate glucosamine 3-O-sulfotransferase 1
2168,Q9Y230,1,RUVBL2,RuvB-like 2
2169,Q9Y221,1,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog
2170,Q9UQQ2,1,SH2B3,SH2B adapter protein 3
2171,O14832,1,PHYH,"Phytanoyl-CoA dioxygenase, peroxisomal"
2172,O14841,1,OPLAH,5-oxoprolinase
2173,O14842,1,FFAR1,Free fatty acid receptor 1
2174,O14874,1,BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"
2175,Q9UPZ9,1,ICK,Serine/threonine-protein kinase ICK
2176,O14880,1,MGST3,Microsomal glutathione S-transferase 3
2177,O14964,1,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate
2178,O14976,1,GAK,Cyclin-G-associated kinase
2179,O14746,1,TERT,Telomerase reverse transcriptase
2180,Q9Y285,1,FARSA,Phenylalanine--tRNA ligase alpha subunit
2181,O14561,1,NDUFAB1,"Acyl carrier protein, mitochondrial"
2182,Q9Y286,1,SIGLEC7,Sialic acid-binding Ig-like lectin 7
2183,Q9Y3I0,1,RTCB,tRNA-splicing ligase RtcB homolog
2184,Q9Y345,1,SLC6A5,Sodium- and chloride-dependent glycine transporter 2
2185,Q9Y2Z4,1,YARS2,"Tyrosine--tRNA ligase, mitochondrial"
2186,O14578,1,CIT,Citron Rho-interacting kinase
2187,O14646,1,CHD1,Chromodomain-helicase-DNA-binding protein 1
2188,Q9Y2Q0,1,ATP8A1,Phospholipid-transporting ATPase IA
2189,Q9Y2K2,1,SIK3,Serine/threonine-protein kinase SIK3
2190,Q9Y2J8,1,PADI2,Protein-arginine deiminase type-2
2191,O14727,1,APAF1,Apoptotic protease-activating factor 1
2192,Q9Y2H9,1,MAST1,Microtubule-associated serine/threonine-protein kinase 1
2193,Q9Y2H1,1,STK38L,Serine/threonine-protein kinase 38-like
2194,Q9Y2D1,1,ATF5,Cyclic AMP-dependent transcription factor ATF-5
2195,O14730,1,RIOK3,Serine/threonine-protein kinase RIO3
2196,Q9Y296,1,TRAPPC4,Trafficking protein particle complex subunit 4
2197,O14735,1,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
2198,Q9P2E9,1,RRBP1,Ribosome-binding protein 1
2199,O43704,1,SULT1B1,Sulfotransferase family cytosolic 1B member 1
2200,Q9P286,1,PAK5,Serine/threonine-protein kinase PAK 5
2201,O75879,1,GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial"
2202,Q9H2M3,1,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2
2203,Q9H2K8,1,TAOK3,Serine/threonine-protein kinase TAO3
2204,O75716,1,STK16,Serine/threonine-protein kinase 16
2205,O75746,1,SLC25A12,Calcium-binding mitochondrial carrier protein Aralar1
2206,O75747,1,PIK3C2G,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma
2207,Q9H239,1,MMP28,Matrix metalloproteinase-28
2208,O75865,1,TRAPPC6A,Trafficking protein particle complex subunit 6A
2209,Q9H1K4,1,SLC25A18,Mitochondrial glutamate carrier 2
2210,Q9P0Z9,1,PIPOX,Peroxisomal sarcosine oxidase
2211,P06280,1,GLA,Alpha-galactosidase A
2212,Q9H0K1,1,SIK2,Serine/threonine-protein kinase SIK2
2213,Q9H093,1,NUAK2,NUAK family SNF1-like kinase 2
2214,Q9H015,1,SLC22A4,Solute carrier family 22 member 4
2215,O75891,1,ALDH1L1,Cytosolic 10-formyltetrahydrofolate dehydrogenase
2216,Q9GZU7,1,CTDSP1,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1
2217,O75900,1,MMP23A,Matrix metalloproteinase-23
2218,Q9H2P9,1,DPH5,Diphthine methyl ester synthase
2219,O75715,1,GPX5,Epididymal secretory glutathione peroxidase
2220,Q9H2X6,1,HIPK2,Homeodomain-interacting protein kinase 2
2221,O75676,1,RPS6KA4,Ribosomal protein S6 kinase alpha-4
2222,Q9HAB3,1,SLC52A2,"Solute carrier family 52, riboflavin transporter, member 2"
2223,Q9HA77,1,CARS2,"Probable cysteine--tRNA ligase, mitochondrial"
2224,Q9H936,1,SLC25A22,Mitochondrial glutamate carrier 1
2225,Q9H8P0,1,SRD5A3,Polyprenol reductase
2226,O75493,1,CA11,Carbonic anhydrase-related protein 11
2227,Q9H598,1,SLC32A1,Vesicular inhibitory amino acid transporter
2228,Q9H4Y5,1,GSTO2,Glutathione S-transferase omega-2
2229,Q9H4M7,1,PLEKHA4,Pleckstrin homology domain-containing family A member 4
2230,Q9H4G4,1,GLIPR2,Golgi-associated plant pathogenesis-related protein 1
2231,O75521,1,ECI2,"Enoyl-CoA delta isomerase 2, mitochondrial"
2232,Q9H4B4,1,PLK3,Serine/threonine-protein kinase PLK3
2233,Q9H422,1,HIPK3,Homeodomain-interacting protein kinase 3
2234,Q9H3Y6,1,SRMS,Tyrosine-protein kinase Srms
2235,O75533,1,SF3B1,Splicing factor 3B subunit 1
2236,Q9H306,1,MMP27,Matrix metalloproteinase-27
2237,O75908,1,SOAT2,Sterol O-acyltransferase 2
2238,Q9GZR5,1,ELOVL4,Elongation of very long chain fatty acids protein 4
2239,Q9GZP0,1,PDGFD,Platelet-derived growth factor D
2240,Q9BXA5,1,SUCNR1,Succinate receptor 1
2241,O76082,1,SLC22A5,Solute carrier family 22 member 5
2242,Q9BW92,1,TARS2,"Threonine--tRNA ligase, mitochondrial"
2243,Q9BVS4,1,RIOK2,Serine/threonine-protein kinase RIO2
2244,Q9BVM4,1,GGACT,Gamma-glutamylaminecyclotransferase
2245,Q9BVJ7,1,DUSP23,Dual specificity protein phosphatase 23
2246,Q9BVG9,1,PTDSS2,Phosphatidylserine synthase 2
2247,Q9BVA1,1,TUBB2B,Tubulin beta-2B chain
2248,Q9BV57,1,ADI1,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
2249,Q9BUF5,1,TUBB6,Tubulin beta-6 chain
2250,Q9BUB5,1,MKNK1,MAP kinase-interacting serine/threonine-protein kinase 1
2251,Q9BTZ2,1,DHRS4,Dehydrogenase/reductase SDR family member 4
2252,Q9BRS2,1,RIOK1,Serine/threonine-protein kinase RIO1
2253,Q9BQI3,1,EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1
2254,O94804,1,STK10,Serine/threonine-protein kinase 10
2255,Q99933,1,BAG1,BAG family molecular chaperone regulator 1
2256,Q9BXA1,1,,Hepatic peroxysomal alanine:glyoxylate aminotransferase
2257,Q9BXA7,1,TSSK1B,Testis-specific serine/threonine-protein kinase 1
2258,Q9C0B1,1,FTO,Alpha-ketoglutarate-dependent dioxygenase FTO
2259,Q9BXI2,1,SLC25A2,Mitochondrial ornithine transporter 2
2260,Q9C098,1,DCLK3,Serine/threonine-protein kinase DCLK3
2261,O75911,1,DHRS3,Short-chain dehydrogenase/reductase 3
2262,O75914,1,PAK3,Serine/threonine-protein kinase PAK 3
2263,Q9BZW2,1,SLC13A1,Solute carrier family 13 member 1
2264,Q9BZV3,1,IMPG2,Interphotoreceptor matrix proteoglycan 2
2265,Q9BZV2,1,SLC19A3,Thiamine transporter 2
2266,Q9BYZ2,1,LDHAL6B,L-lactate dehydrogenase A-like 6B
2267,Q9BYT3,1,STK33,Serine/threonine-protein kinase 33
2268,Q9BYF1,1,ACE2,Angiotensin-converting enzyme 2
2269,Q9BYC2,1,OXCT2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial"
2270,Q9BY66,1,KDM5D,Lysine-specific demethylase 5D
2271,Q9BY49,1,PECR,Peroxisomal trans-2-enoyl-CoA reductase
2272,Q9BY32,1,ITPA,Inosine triphosphate pyrophosphatase
2273,O75976,1,CPD,Carboxypeptidase D
2274,Q9BXJ7,1,AMN,Protein amnionless
2275,O75489,1,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
2276,Q9HAZ1,1,CLK4,Dual specificity protein kinase CLK4
2277,Q9HB21,1,PLEKHA1,Pleckstrin homology domain-containing family A member 1
2278,O60494,1,CUBN,Cubilin
2279,Q9NXE4,1,SMPD4,Sphingomyelin phosphodiesterase 4
2280,O60502,1,MGEA5,Protein O-GlcNAcase
2281,O60512,1,B4GALT3,"Beta-1,4-galactosyltransferase 3"
2282,O60513,1,B4GALT4,"Beta-1,4-galactosyltransferase 4"
2283,Q9NWM0,1,SMOX,Spermine oxidase
2284,Q9NUV7,1,SPTLC3,Serine palmitoyltransferase 3
2285,Q9NTG7,1,SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"
2286,Q9NSY1,1,BMP2K,BMP-2-inducible protein kinase
2287,Q9NSE4,1,IARS2,"Isoleucine--tRNA ligase, mitochondrial"
2288,Q9NSD9,1,FARSB,Phenylalanine--tRNA ligase beta subunit
2289,Q9NSD5,1,SLC6A13,Sodium- and chloride-dependent GABA transporter 2
2290,Q9NSA2,1,KCND1,Potassium voltage-gated channel subfamily D member 1
2291,O60669,1,SLC16A7,Monocarboxylate transporter 2
2292,Q9NS85,1,CA10,Carbonic anhydrase-related protein 10
2293,O60678,1,PRMT3,Protein arginine N-methyltransferase 3
2294,Q9NXG6,1,P4HTM,Transmembrane prolyl 4-hydroxylase
2295,O60493,1,SNX3,Sorting nexin-3
2296,Q9NRX3,1,NDUFA4L2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2
2297,Q9NY56,1,OBP2A,Odorant-binding protein 2a
2298,Q9P0L2,1,MARK1,Serine/threonine-protein kinase MARK1
2299,Q9P0J0,1,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
2300,O43766,1,LIAS,"Lipoyl synthase, mitochondrial"
2301,O43772,1,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein
2302,O43776,1,NARS,"Asparagine--tRNA ligase, cytoplasmic"
2303,O43837,1,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"
2304,Q9NZ42,1,PSENEN,Gamma-secretase subunit PEN-2
2305,Q9NYY3,1,PLK2,Serine/threonine-protein kinase PLK2
2306,O43920,1,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
2307,Q9NYV7,1,TAS2R16,Taste receptor type 2 member 16
2308,Q9NYR8,1,RDH8,Retinol dehydrogenase 8
2309,Q9NYQ3,1,HAO2,Hydroxyacid oxidase 2
2310,O60285,1,NUAK1,NUAK family SNF1-like kinase 1
2311,O60294,1,LCMT2,tRNA wybutosine-synthesizing protein 4
2312,Q9NY59,1,SMPD3,Sphingomyelin phosphodiesterase 3
2313,Q9NS18,1,GLRX2,"Glutaredoxin-2, mitochondrial"
2314,Q9NRP7,1,STK36,Serine/threonine-protein kinase 36
2315,Q9HB40,1,SCPEP1,Retinoid-inducible serine carboxypeptidase
2316,O75306,1,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
2317,O75330,1,HMMR,Hyaluronan mediated motility receptor
2318,Q9NNW7,1,TXNRD2,"Thioredoxin reductase 2, mitochondrial"
2319,Q9HD40,1,SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase
2320,O75380,1,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"
2321,Q9HCP0,1,CSNK1G1,Casein kinase I isoform gamma-1
2322,Q9HCD5,1,NCOA5,Nuclear receptor coactivator 5
2323,Q9HCC0,1,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
2324,O75385,1,ULK1,Serine/threonine-protein kinase ULK1
2325,Q9HC29,1,NOD2,Nucleotide-binding oligomerization domain-containing protein 2
2326,Q9HBL8,1,NMRAL1,NmrA-like family domain-containing protein 1
2327,Q9HBK9,1,AS3MT,Arsenite methyltransferase
2328,Q9HBH9,1,MKNK2,MAP kinase-interacting serine/threonine-protein kinase 2
2329,Q9HBH5,1,RDH14,Retinol dehydrogenase 14
2330,O75438,1,NDUFB1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1
2331,Q9HB55,1,CYP3A43,Cytochrome P450 3A43
2332,Q9NP99,1,TREM1,Triggering receptor expressed on myeloid cells 1
2333,O75251,1,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
2334,Q9NRH2,1,SNRK,SNF-related serine/threonine-protein kinase
2335,O60942,1,RNGTT,mRNA-capping enzyme
2336,Q9NRF9,1,POLE3,DNA polymerase epsilon subunit 3
2337,Q9NRE1,1,MMP26,Matrix metalloproteinase-26
2338,O60733,1,PLA2G6,85/88 kDa calcium-independent phospholipase A2
2339,O60779,1,SLC19A2,Thiamine transporter 1
2340,Q9NR63,1,CYP26B1,Cytochrome P450 26B1
2341,Q9NR33,1,POLE4,DNA polymerase epsilon subunit 4
2342,Q9NR28,1,DIABLO,"Diablo homolog, mitochondrial"
2343,O60894,1,RAMP1,Receptor activity-modifying protein 1
2344,O60895,1,RAMP2,Receptor activity-modifying protein 2
2345,Q9NQU5,1,PAK6,Serine/threonine-protein kinase PAK 6
2346,Q9NQS7,1,INCENP,Inner centromere protein
2347,Q9NPJ3,1,ACOT13,Acyl-coenzyme A thioesterase 13
2348,O60896,1,RAMP3,Receptor activity-modifying protein 3
2349,O60909,1,B4GALT2,"Beta-1,4-galactosyltransferase 2"
2350,O60931,1,CTNS,Cystinosin
2351,O75880,1,SCO1,"Protein SCO1 homolog, mitochondrial"
2352,P07498,1,CSN3,Kappa-casein
2353,P06312,1,,Ig kappa chain V-IV region Len
2354,P29074,1,PTPN4,Tyrosine-protein phosphatase non-receptor type 4
2355,P28065,1,PSMB9,Proteasome subunit beta type-9
2356,P60484,1,PTEN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
2357,P28066,1,PSMA5,Proteasome subunit alpha type-5
2358,P28070,1,PSMB4,Proteasome subunit beta type-4
2359,P59796,1,GPX6,Glutathione peroxidase 6
2360,P59768,1,GNG2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2
2361,P57078,1,RIPK4,Receptor-interacting serine/threonine-protein kinase 4
2362,P28072,1,PSMB6,Proteasome subunit beta type-6
2363,P56937,1,HSD17B7,3-keto-steroid reductase
2364,P28329,1,CHAT,Choline O-acetyltransferase
2365,P56696,1,KCNQ4,Potassium voltage-gated channel subfamily KQT member 4
2366,P56556,1,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
2367,P56537,1,EIF6,Eukaryotic translation initiation factor 6
2368,P28331,1,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
